name	intensity-avg	volume
Left-Lateral-Ventricle	38.617	3935.0
Left-Inf-Lat-Vent	39.7079	269.1
Left-Cerebellum-White-Matter	82.651	13769.7
Left-Cerebellum-Cortex	54.2133	48870.0
Left-Thalamus	79.4193	6889.9
Left-Caudate	69.3033	3120.9
Left-Putamen	77.3238	4533.5
Left-Pallidum	94.9852	1667.2
3rd-Ventricle	39.5892	807.4
4th-Ventricle	21.756	1521.5
Brain-Stem	83.6013	18067.3
Left-Hippocampus	59.2131	4632.6
Left-Amygdala	59.4078	1778.5
CSF	41.3523	924.0
Left-Accumbens-area	63.254	636.2
Left-VentralDC	88.6664	3671.1
Left-vessel	56.3333	13.5
Left-choroid-plexus	60.8506	250.3
Right-Lateral-Ventricle	26.5216	3197.4
Right-Inf-Lat-Vent	47.4682	233.8
Right-Cerebellum-White-Matter	83.3895	12897.4
Right-Cerebellum-Cortex	55.4025	48710.2
Right-Thalamus	78.3613	7184.3
Right-Caudate	66.0599	3522.4
Right-Putamen	74.7283	4919.6
Right-Pallidum	92.7475	1538.5
Right-Hippocampus	58.9607	4699.8
Right-Amygdala	57.7323	1610.3
Right-Accumbens-area	62.8598	580.5
Right-VentralDC	86.7688	3846.4
Right-vessel	56.5	10.8
Right-choroid-plexus	48.4134	496.5
5th-Ventricle	0.0	0.0
WM-hypointensities	71.354	854.3
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	68.75	190.0
CC_Posterior	100.6104	940.5
CC_Mid_Posterior	97.9458	433.6
CC_Central	98.6291	672.7
CC_Mid_Anterior	96.8214	541.5
CC_Anterior	105.1992	835.6
