name	intensity-avg	volume
Left-Lateral-Ventricle	25.3313	5920.5
Left-Inf-Lat-Vent	41.1406	251.7
Left-Cerebellum-White-Matter	81.4509	13228.7
Left-Cerebellum-Cortex	57.8031	53367.1
Left-Thalamus	81.9101	7080.2
Left-Caudate	68.6285	2960.7
Left-Putamen	77.6345	4792.2
Left-Pallidum	91.8925	1892.2
3rd-Ventricle	32.0674	928.8
4th-Ventricle	25.9325	1992.1
Brain-Stem	79.3037	20631.0
Left-Hippocampus	59.9253	3966.2
Left-Amygdala	62.7384	1625.2
CSF	39.9196	938.8
Left-Accumbens-area	66.2753	448.4
Left-VentralDC	87.7535	3785.4
Left-vessel	56.8	18.8
Left-choroid-plexus	47.397	485.5
Right-Lateral-Ventricle	27.5894	5238.7
Right-Inf-Lat-Vent	32.8022	424.0
Right-Cerebellum-White-Matter	81.1548	13034.4
Right-Cerebellum-Cortex	58.3121	56682.3
Right-Thalamus	82.1071	6946.6
Right-Caudate	67.0152	3197.1
Right-Putamen	76.2186	4805.1
Right-Pallidum	91.1564	1850.6
Right-Hippocampus	61.0687	4209.3
Right-Amygdala	61.9374	1561.6
Right-Accumbens-area	65.4214	458.1
Right-VentralDC	87.2046	3945.2
Right-vessel	57.75	10.5
Right-choroid-plexus	47.1622	554.2
5th-Ventricle	0.0	0.0
WM-hypointensities	67.9429	847.6
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	66.3513	125.4
CC_Posterior	98.5247	696.8
CC_Mid_Posterior	90.3302	385.3
CC_Central	92.4914	445.8
CC_Mid_Anterior	95.2705	379.1
CC_Anterior	101.2191	593.3
